"资讯ID","资讯标题","分类(以|分割)","关键词(以,分割)"
"34511","安全生产 警钟长鸣——龙华区安委办关于“两节期间”安全生产的警示提醒",,
"34512","区应急管理局组织召开纪律教育月动员部署会暨中秋、国庆节前廉政教育会议",,
"34513","沙头角街道开展节前消防安全夜查行动",,
"34514","压事故 除隐患——区应急管理系统持续开展第48次安全生产“平安夜查”行动（9月28日）",,
"34515","沙头角街道党工委书记汪斌率队开展 节前安全生产大检查",,
"34516","危化品爆炸现场如何逃生与自救","应急管理|高危行业",
"34517","广东预计“双节”高速车流量最高峰或创历史新高！","交通安全",
"34518","福田区应急管理局四措并举推进普法工作",,
"34519","习近平总书记关于应急管理、安全生产、防灾减灾救灾重要讲话、批示指示摘编（系列九）",,
"34520","“捅”个“马蜂窝”，两男子被判刑并罚款近百万元...","消防安全",
"34521","安全绝不容“打折扣”！龙岗区应急管理局兵分两路“夜查”燃气安全！",,
"34524","这群消防员不光灭火，还“放火”？！","应急管理",
"34525","同一天，两家火锅店内多名食客吃着吃着，竟然被ta毒倒了！",,
"34526","新台风生成，冷空气进攻！深圳“双节”天气如何？","防灾减灾",
"34527","秋天的第一封安全信","安全生产",
"34533","第三周企业风采丨No.4：鵬鼎控股（深圳）股份有限公司","应急管理",
"34534","555",,
"34540","第二周企业风采丨No.11：深圳盐田拖轮有限公司","应急管理",
"34545","第三周企业风采丨No.19：深圳市南山区保安服务有限公司","应急管理",
"34547","第二周企业风采丨No.27：东丰精工技术（深圳）有限公司","应急管理",
"34548","一双儿女身亡！手机充电时突然爆炸！这些征兆要警惕","电气安全",
"34549","双节同庆 安全先行","安全生产",
"34550","应急管理部党委理论学习中心组举行集体学习强调：牢固树立人民至上生命至上理念 大力弘扬伟大抗战精神伟大抗疫精神","应急管理",
"34551","第二周企业风采丨No.20：深圳劲嘉新型智能包装有限公司","应急管理",
"34552","高科技、信息化助力广东应急管理精益求精","应急管理",
"34553","第三周企业风采丨No.3：深圳市地铁集团有限公司","应急管理",
"34554","第31个国际减灾日主题定了！","防灾减灾",
"34557","罗湖区委常委、常务副区长范德繁到春风隧道项目开展节前安全生产专项检查",,
"34558","危险化学品储存柜安全技术要求及管理规范","高危行业",
"34559","危险化学品中间仓库安全管理规范","高危行业",
"34560","第二周企业风采丨No.22：深圳市中电物业管理有限公司福华大厦管理处","应急管理",
"34561","第二周企业风采丨No.28：腾讯数码（深圳）有限公司","应急管理",
"34562","第二周企业风采丨No.19：深圳市罗湖中财投资发展公司","应急管理",
"34563","宝安区委常委、常务副区长蔡英权带队开展国庆中秋节前消防安全夜查行动",,
"34565","宝安区应急管理局组织召开燕罗街道“9·28”火灾事故警示教育现场会",,
"34567","宝安区组织参加全市安全生产特别防护期视频调度会（9月29日）",,
"34569","【案例分析】松岗街道某工业园区厂房租赁类违法行为案解读（2020年9月版）",,
"34571","宝安区2020年地面坍塌事故应急演练桌面推演",,
"34573","宝安区组织参加全市安全生产专项整治三年行动工作专班9月份月度会议",,
"34575","假期出游怕堵车？请收好这份深圳市交通指引~",,
"34576","发生中毒事故，2人死亡！有限空间作业这些注意事项要牢记！",,
"34577","新区领导开展“双节”前工贸企业安全生产督导工作",,
"34578","直奔现场，安委办强化节前安全生产督导检查",,
"34579","龙岗区召开安全生产＂三个试点＂成果推广会议！",,
"34581","气到心梗！辅导作业突然晕倒，入院抢救！网友：想开点","居家安全",
"34582","因吃月饼住进ICU！这些人吃月饼，真的要小心","食品安全",
"34583","观湖街道全员出动，开展节前安全大检查","安全生产|应急管理",
"34584","今日上映的这部电影，拍摄时发生过惊险一幕……","水上安全",
"34585","@所有人 “双节”将至 请查收这份有限空间安全提示","高危行业",
"34586","紧急救助！广东海域货船沉没致16人遇险","应急救援",
"34587","习近平总书记关于应急管理、安全生产、防灾减灾救灾重要讲话、批示指示摘编（系列十）",,
"34588","突发2起爆炸事故，7死2伤！",,
"34589","10月1日起实施！危险化学品储存柜安全技术要求及管理规范",,
"34590","2020年国庆中秋假期疫情防控健康提醒",,
"34591","@深圳人，节前必看！一大波动图来了，这些安全隐患你可能不知道！",,
"34592","活动报名｜盐田区城市公共安全大讲堂：居家常见意外伤害的处置",,
"34593","有奖竞猜 | “强安杯”初赛优胜区组花落谁家？","应急管理",
"34594","海山街道田东社区落实火灾高风险区域安全评估工作",,
"34595","检查完再放假！国庆长假节前安全检查表，对照自查！",,
"34596","海山街道海涛社区联合海涛小学开展消防安全宣传进校园活动",,
"34597","盐田街道领导全员带队深入一线开展“十一” 节前安全生产大检查行动",,
"34598","宝安区组织召开全区“双节”安全生产和社会稳定工作部署会议",,
"34600","宝安区委常委、常务副区长蔡英权带队到西乡街道麻布社区开展国庆中秋节前夜查行动",,
"34602","检查完再放假！企业节前安全检查表，对照自查！",,
"34604","区组风采 | ​全民争强安 大鹏在行动","应急管理",
"34605","秋天的第一封安全信","安全生产",
"34607","压事故 除隐患——区应急管理局持续开展第49次安全生产“平安夜查”行动（9月29日）",,
"34608","下暴雨了，我该怎么办？深圳人尤其要看！",,
"34609","区应急管理局持续开展第七期户外应急知识技能培训宣教活动",,
"34610","区安委办开展中秋、国庆节前安全检查",,
"34611","宝安区组织参加全市安全生产特别防护期视频调度会（9月30日）",,
"34613","安全半月谈 | 莫让燃气瓶成为家中隐形“炸弹”","居家安全|消防安全|生活用火安全",
"34614","宝安区委常委、常务副区长蔡英权率区应急管理局全体班子成员慰问全区消防救援指战员",,
"34616","【深圳市宝安区、龙华区分区暴雨黄色预警升级为橙色】2020年09月30日16:45发布",,
"34617","【深圳市中西部地区分区暴雨橙色、大风蓝色预警信号生效中】2020年09月30日发布",,
"34618","【深圳市宝安区分区暴雨橙色预警升级为红色】2020年09月30日17:25发布",,
"34619","安全知识：常用危险化学品—— 一氧化碳、氢的特性和处置原则",,
"34620","视频案例 | 禁止电动车进屋充电 请转给身边的车友.mp4",,
"34621","第三十三期：摩托艇到底是谁家的孩子？监管空白亟需填补","水上安全",
"34623","【深圳市分区暴雨红色预警扩展至大鹏、葵涌街道】2020年09月30日18:40发布",,
"34624","【深圳市取消光明区、西部海区、宝安北部和龙岗北部分区暴雨黄色、分区大风蓝色预警】2020年09月30日19:15发布",,
"34625","【深圳市取消龙华区和龙岗区分区暴雨预警】2020年09月30日19:55发布",,
"34626","秋天的第一个长假，带娃出游，安全警惕不能少！",,
"34627","“双随机、一公开”？听不懂没关系，这些问答将助你轻松get到这个知识点",,
"34628","⼤鹏新区森林防灭⽕指挥部办公室开展节前森林防⽕督导检查",,
"34629","【深圳市降级分区暴雨红色预警为黄色】2020年09月30日20:45发布",,
"34630","【深圳市取消分区暴雨预警】2020年09月30日21:40发布",,
"34631","2020年国庆中秋假期疫情防控健康提醒","居家安全",
"34632","致全市生产经营单位的一封信","安全生产",
"34633","安全半月谈 | 莫让燃气瓶成为家中隐形“炸弹”","特种作业|生活用火安全",
"34634","月满中秋，喜迎国庆","应急管理",
"34635","痛心！山西一景区发生火灾，13人遇难","消防安全",
"34636","“强安杯”赛事周报（9月26日-10月2日）","应急管理",
"34637","区领导率队调研松岗“10•2”出租屋火灾事故，全力护航“双节”平安",,
"34639","宝安区组织召开“双节期间”安全稳定和值班值守视频连线会议",,
"34641","宝安区组织参加国家、省、市安全防范工作紧急视频会议",,
"34644","双节同庆 安全先行",,
"34645","深圳一学生篮球场上突然倒地，心脏骤停！众人紧急施救",,
"34646","9个高铁“小知识”，第一个你可能就不知道",,
"34647","宝安区委常委、常务副区长蔡英权率队到福永街道凤凰山景区检查值班值守和安全保障相关工作",,
"34649","大鹏新区安委办对“国庆·中秋”双节期间安全生产工作进行督导检查",,
"34650","拥堵路上的这一幕，网友点赞","交通安全","双节 交通 应急救援"
"34651","国庆假期，这份安全出行指南请收好！","交通安全|居家安全|生活用火安全|电气安全","假期 防火 安全指南"
"34653","吉林发生重大交通事故，致18人死亡","交通安全|应急救援","交通事故"
"34654","安全不放假！罗湖区国庆假期开展重点行业领域安全生产督导检查",,
"34656","开一下车门赔了300多万元，停车时这个细节千万注意！","交通安全",
"34657","10月4日罗湖区继续开展国庆假期重点行业领域安全生产督导检查",,
"34659","一口气拍361张违章照片举报！网友：干得漂亮→",,
"34660","棉花包袱解不开男子竟用打火机烧，结局令人叹息→",,
"34661","10月6日罗湖区开展国庆假期重点行业领域安全生产督导检查情况",,
"34662","10月5日罗湖区开展国庆假期重点行业领域安全生产督导检查情况",,
"34665","冷空气到货，台风“灿鸿”已生成！深圳接下来天气……","防灾减灾",
